example_id                                                               | status  | run_time        |
./spec/models/search_engines/google_appliance/basic_tests_spec.rb[1:1:1] | passed  | 0.00185 seconds |
./spec/models/search_engines/google_appliance/basic_tests_spec.rb[1:1:2] | passed  | 0.00115 seconds |
./spec/models/search_engines/google_appliance/basic_tests_spec.rb[1:2:1] | passed  | 0.00126 seconds |
./spec/models/search_engines/solr/basic_tests_spec.rb[1:1:1]             | failed  | 0.01655 seconds |
./spec/models/search_engines/solr/basic_tests_spec.rb[1:2:1]             | failed  | 0.01543 seconds |
./spec/models/search_engines/solr/basic_tests_spec.rb[1:3:1]             | failed  | 0.01487 seconds |
./spec/models/search_engines/solr/basic_tests_spec.rb[1:4:1]             | failed  | 0.01831 seconds |
./spec/models/search_engines/solr/basic_tests_spec.rb[1:5:1]             | failed  | 0.015 seconds   |
./spec/models/search_engines/solr/basic_tests_spec.rb[1:6:1]             | failed  | 0.00991 seconds |
./spec/models/search_engines/solr/basic_tests_spec.rb[1:7:1]             | failed  | 0.01507 seconds |
./spec/models/search_engines/solr/basic_tests_spec.rb[1:8:1]             | failed  | 0.01564 seconds |
./spec/models/search_engines/solr/basic_tests_spec.rb[1:9:1]             | failed  | 0.01561 seconds |
./spec/models/search_engines/summon/basic_tests_spec.rb[1:1:1]           | passed  | 0.40301 seconds |
./spec/models/search_engines/summon/basic_tests_spec.rb[1:1:2]           | passed  | 1.05 seconds    |
./spec/models/search_engines/summon/basic_tests_spec.rb[1:2:1]           | passed  | 0.00186 seconds |
./spec/models/search_engines/summon/basic_tests_spec.rb[1:2:2]           | passed  | 0.00114 seconds |
./spec/models/search_engines/summon/basic_tests_spec.rb[1:2:3]           | passed  | 0.00122 seconds |
./spec/models/search_engines/summon/basic_tests_spec.rb[1:3:1]           | passed  | 0.0768 seconds  |
./spec/models/search_engines/summon/basic_tests_spec.rb[1:3:2]           | passed  | 0.0719 seconds  |
./spec/models/test_spec.rb[1:1]                                          | passed  | 0.00261 seconds |
./spec/models/user_spec.rb[1:1:1]                                        | passed  | 0.0026 seconds  |
./spec/models/user_spec.rb[1:1:2]                                        | passed  | 0.00205 seconds |
./spec/models/user_spec.rb[1:1:3]                                        | passed  | 0.00188 seconds |
./spec/models/user_spec.rb[1:1:4]                                        | passed  | 0.00176 seconds |
./spec/models/user_spec.rb[1:1:5]                                        | passed  | 0.00237 seconds |
./spec/models/user_spec.rb[1:1:6]                                        | passed  | 0.0017 seconds  |
./spec/models/user_spec.rb[1:1:7]                                        | passed  | 0.00171 seconds |
./spec/models/user_spec.rb[1:1:8]                                        | passed  | 0.00176 seconds |
./spec/models/user_spec.rb[1:1:9]                                        | passed  | 0.00299 seconds |
./spec/models/user_spec.rb[1:1:10]                                       | passed  | 0.00248 seconds |
./spec/models/user_spec.rb[1:1:11]                                       | passed  | 0.00183 seconds |
./spec/models/user_spec.rb[1:1:12]                                       | passed  | 0.00162 seconds |
./spec/models/user_spec.rb[1:1:13]                                       | passed  | 0.00198 seconds |
./spec/models/user_spec.rb[1:1:14]                                       | passed  | 0.00219 seconds |
./spec/models/user_spec.rb[1:1:15]                                       | passed  | 0.00222 seconds |
./spec/models/user_spec.rb[1:1:16]                                       | passed  | 0.00229 seconds |
./spec/models/user_spec.rb[1:1:17]                                       | passed  | 0.00238 seconds |
./spec/models/user_spec.rb[1:1:18]                                       | passed  | 0.00259 seconds |
./spec/models/user_spec.rb[1:1:19]                                       | passed  | 0.0023 seconds  |
./spec/models/user_spec.rb[1:1:20]                                       | passed  | 0.00229 seconds |
./spec/models/user_spec.rb[1:1:21]                                       | passed  | 0.00235 seconds |
./spec/models/user_spec.rb[1:1:22]                                       | passed  | 0.00259 seconds |
./spec/relevancy/anchored_spec.rb[1:1]                                   | passed  | 0.17595 seconds |
./spec/relevancy/boosts_spec.rb[1:1]                                     | passed  | 0.04336 seconds |
./spec/relevancy/boosts_spec.rb[1:2]                                     | passed  | 0.09327 seconds |
./spec/relevancy/boosts_spec.rb[1:3]                                     | passed  | 0.05613 seconds |
./spec/relevancy/boosts_spec.rb[1:4]                                     | passed  | 0.13439 seconds |
./spec/relevancy/boosts_spec.rb[1:5]                                     | passed  | 0.04621 seconds |
./spec/relevancy/boosts_spec.rb[1:6]                                     | passed  | 0.05053 seconds |
